video_id,difficulty,channel_id
mRy4KWQeUwU,1,UCAOtE1V7Ots4DjM8JLlrYgg
sXG70Ohp6Ds,1,UCAOtE1V7Ots4DjM8JLlrYgg
JxzbZhA9FPs,1,UCAOtE1V7Ots4DjM8JLlrYgg
EJIZbe7hZ7Y,1,UCAOtE1V7Ots4DjM8JLlrYgg
qCgkCG13V-E,1,UCAOtE1V7Ots4DjM8JLlrYgg
FSYl92p7Q6Q,1,UCAOtE1V7Ots4DjM8JLlrYgg
GLXQH-cgGmI,1,UCAOtE1V7Ots4DjM8JLlrYgg
nwz3s5DUVVk,1,UCAOtE1V7Ots4DjM8JLlrYgg
qh-kujqxaYU,1,UCAOtE1V7Ots4DjM8JLlrYgg
u9M_UFgFFyk,1,UCAOtE1V7Ots4DjM8JLlrYgg
ZLX3YoFYg1k,1,UCAOtE1V7Ots4DjM8JLlrYgg
lru1XSrU-GE,1,UCAOtE1V7Ots4DjM8JLlrYgg
sJe06dUlKZ8,1,UCAOtE1V7Ots4DjM8JLlrYgg
9sDOglJknFA,1,UCAOtE1V7Ots4DjM8JLlrYgg
kT8uSHLUz3w,1,UCAOtE1V7Ots4DjM8JLlrYgg
sq1MSPHd5Xg,1,UCAOtE1V7Ots4DjM8JLlrYgg
pa40WI_7Wk4,1,UCAOtE1V7Ots4DjM8JLlrYgg
KwAoW8ycvZ4,1,UCAOtE1V7Ots4DjM8JLlrYgg
bD6eaJFpW7Q,1,UCAOtE1V7Ots4DjM8JLlrYgg
QCmCIf68y4o,1,UCAOtE1V7Ots4DjM8JLlrYgg
6ZdR4rehibw,1,UCAOtE1V7Ots4DjM8JLlrYgg
RLZuAxbZMdg,1,UCAOtE1V7Ots4DjM8JLlrYgg
juu3AdorwSE,1,UCAOtE1V7Ots4DjM8JLlrYgg
DykfqClksv4,1,UCAOtE1V7Ots4DjM8JLlrYgg
-cJyNinNkKc,1,UCAOtE1V7Ots4DjM8JLlrYgg
fkSWNv676g4,1,UCAOtE1V7Ots4DjM8JLlrYgg
Mwx-4PLdrlc,1,UCAOtE1V7Ots4DjM8JLlrYgg
mHhGBv1GSvE,1,UCAOtE1V7Ots4DjM8JLlrYgg
PKCTG2a90a0,1,UCoookXUzPciGrEZEXmh4Jjg
uaFA7uTbe-c,1,UCoookXUzPciGrEZEXmh4Jjg
CARhOUfNI5g,1,UCoookXUzPciGrEZEXmh4Jjg
FuDZOYyfg6g,1,UCoookXUzPciGrEZEXmh4Jjg
bFXkgd6ojKA,1,UCoookXUzPciGrEZEXmh4Jjg
fgFmeLdU_mo,1,UCoookXUzPciGrEZEXmh4Jjg
3EKPfQYi7GQ,1,UCoookXUzPciGrEZEXmh4Jjg
P4a-6GWr2gI,1,UCoookXUzPciGrEZEXmh4Jjg
Sk-nsSmh3ic,1,UCoookXUzPciGrEZEXmh4Jjg
RyaS5j6rE_o,1,UCoookXUzPciGrEZEXmh4Jjg
dd-h55lANuQ,1,UCoookXUzPciGrEZEXmh4Jjg
rdvnPKO9wpI,1,UCoookXUzPciGrEZEXmh4Jjg
YE33njdKRwI,1,UCoookXUzPciGrEZEXmh4Jjg
3MzOm3bFZHk,1,UCoookXUzPciGrEZEXmh4Jjg
dcrrbmILhdc,1,UCoookXUzPciGrEZEXmh4Jjg
xobV5H0XFrE,1,UCoookXUzPciGrEZEXmh4Jjg
aMcMpDIxtqM,1,UCoookXUzPciGrEZEXmh4Jjg
_RaoGLArnks,1,UCoookXUzPciGrEZEXmh4Jjg
f-YxjLUnnP0,1,UCoookXUzPciGrEZEXmh4Jjg
f3XvHVxAQ6g,1,UCoookXUzPciGrEZEXmh4Jjg
MPU57HxOP80,1,UCoookXUzPciGrEZEXmh4Jjg
9bzlSqQii2k,1,UCoookXUzPciGrEZEXmh4Jjg
4THJK6DLe64,1,UCoookXUzPciGrEZEXmh4Jjg
7oz4WjWUJg0,1,UCoookXUzPciGrEZEXmh4Jjg
wYgG6-zR5FY,1,UCoookXUzPciGrEZEXmh4Jjg
mNVjpC32OWQ,1,UCoookXUzPciGrEZEXmh4Jjg
mlvIFV_8v7Q,1,UCoookXUzPciGrEZEXmh4Jjg
q_eqLqqf4U0,1,UCoookXUzPciGrEZEXmh4Jjg
EXGWXpwapUs,1,UCoookXUzPciGrEZEXmh4Jjg
Bolx0DAySrM,1,UCoookXUzPciGrEZEXmh4Jjg
D4xJU8SLEvg,1,UCoookXUzPciGrEZEXmh4Jjg
LDP08F3op80,1,UCoookXUzPciGrEZEXmh4Jjg
DzWeu6kn2bs,1,UCoookXUzPciGrEZEXmh4Jjg
PI_TcslQv1w,1,UCoookXUzPciGrEZEXmh4Jjg
6t-LUlKXKew,1,UCoookXUzPciGrEZEXmh4Jjg
wlsR6qVHmWs,1,UCoookXUzPciGrEZEXmh4Jjg
LKz3wvz5j6E,1,UCoookXUzPciGrEZEXmh4Jjg
Rr5hEurM29c,1,UCoookXUzPciGrEZEXmh4Jjg
Qp4wy-nvOqA,1,UCoookXUzPciGrEZEXmh4Jjg
RCSitjwouKQ,1,UCoookXUzPciGrEZEXmh4Jjg
1VVRDMUuqEM,1,UCoookXUzPciGrEZEXmh4Jjg
uhQ0UIT8-js,1,UCoookXUzPciGrEZEXmh4Jjg
PJZRAvSo8Gw,1,UCoookXUzPciGrEZEXmh4Jjg
-0tbBvvaH1k,1,UCoookXUzPciGrEZEXmh4Jjg
szltLGjDTxs,1,UCoookXUzPciGrEZEXmh4Jjg
7c9Py8KpCPs,1,UCoookXUzPciGrEZEXmh4Jjg
KYsoVzzG2cM,1,UCoookXUzPciGrEZEXmh4Jjg
hxnl5UUPkws,1,UCoookXUzPciGrEZEXmh4Jjg
FJ7iCL-FzYo,1,UCoookXUzPciGrEZEXmh4Jjg
gqkCk9g-phE,1,UCoookXUzPciGrEZEXmh4Jjg
MtxYRysBbIE,1,UCoookXUzPciGrEZEXmh4Jjg
4dvRMSP3cSw,1,UCoookXUzPciGrEZEXmh4Jjg
E5H_bMN4keE,1,UCoookXUzPciGrEZEXmh4Jjg
PNPQpmaWmTU,1,UCoookXUzPciGrEZEXmh4Jjg
2Usy6nmazxs,1,UCoookXUzPciGrEZEXmh4Jjg
ucp1g8MD9EI,1,UCoookXUzPciGrEZEXmh4Jjg
gu2Nlnx68fw,1,UCoookXUzPciGrEZEXmh4Jjg
mVl8QXijK_Q,1,UCoookXUzPciGrEZEXmh4Jjg
koD6ePirTik,1,UCoookXUzPciGrEZEXmh4Jjg
lkRvGUXFj-4,1,UCoookXUzPciGrEZEXmh4Jjg
0wWp-9YwLpk,1,UCoookXUzPciGrEZEXmh4Jjg
VRSwE9NJeMY,1,UCoookXUzPciGrEZEXmh4Jjg
3RS0wf0ET9M,1,UCoookXUzPciGrEZEXmh4Jjg
qAnbDzrVRrA,1,UCoookXUzPciGrEZEXmh4Jjg
TeNWtq18UF8,1,UCoookXUzPciGrEZEXmh4Jjg
LtbddbJTLZs,1,UCoookXUzPciGrEZEXmh4Jjg
vaSn9ToQYdo,1,UCoookXUzPciGrEZEXmh4Jjg
bZEC9s7FPRs,1,UCoookXUzPciGrEZEXmh4Jjg
cT-gkUz0yzs,1,UCoookXUzPciGrEZEXmh4Jjg
gHczBGKrHHw,1,UCoookXUzPciGrEZEXmh4Jjg
3StbJht7ltg,1,UCoookXUzPciGrEZEXmh4Jjg
FknI-Ta7AIo,1,UCoookXUzPciGrEZEXmh4Jjg
r_R_OFPU_NE,1,UCoookXUzPciGrEZEXmh4Jjg
O7hBlSbh4BY,1,UCoookXUzPciGrEZEXmh4Jjg
4imlWhX9tyY,1,UCoookXUzPciGrEZEXmh4Jjg
glJkfKivwCA,1,UCoookXUzPciGrEZEXmh4Jjg
EL5HXdBKAR8,1,UCoookXUzPciGrEZEXmh4Jjg
nh74paUAmn0,1,UCoookXUzPciGrEZEXmh4Jjg
lxw4aAvBPzU,1,UCoookXUzPciGrEZEXmh4Jjg
WNBgfVJLuzY,1,UCoookXUzPciGrEZEXmh4Jjg
XopxsSdecbc,1,UCoookXUzPciGrEZEXmh4Jjg
boW_ngL8fSk,1,UCoookXUzPciGrEZEXmh4Jjg
ddinvnj7PWg,1,UCoookXUzPciGrEZEXmh4Jjg
K72uzm2hBYY,1,UCLbyJSPEe2lx3jY-G0CFR3g
XBEjF2ySxAg,1,UCLbyJSPEe2lx3jY-G0CFR3g
VvLmuHLgAqw,1,UCLbyJSPEe2lx3jY-G0CFR3g
OP-gwlM1oEw,1,UCLbyJSPEe2lx3jY-G0CFR3g
If7xLRfzguc,1,UCLbyJSPEe2lx3jY-G0CFR3g
EOuXtJEiyNM,1,UCLbyJSPEe2lx3jY-G0CFR3g
H3M_dTOGrTw,1,UCLbyJSPEe2lx3jY-G0CFR3g
4jtPUpy-oT4,1,UCLbyJSPEe2lx3jY-G0CFR3g
Hu1SEa8Y0NM,1,UCLbyJSPEe2lx3jY-G0CFR3g
ZaCcuwAHMz8,1,UCLbyJSPEe2lx3jY-G0CFR3g
NqJ9n8SpTt0,1,UCLbyJSPEe2lx3jY-G0CFR3g
Ww9DD6-70X0,1,UCLbyJSPEe2lx3jY-G0CFR3g
r6qS_QiDA_w,1,UCLbyJSPEe2lx3jY-G0CFR3g
aPx4e6BVaps,1,UCLbyJSPEe2lx3jY-G0CFR3g
STekAAXlKYA,1,UCLbyJSPEe2lx3jY-G0CFR3g
Ycf8pkGKM3c,1,UCLbyJSPEe2lx3jY-G0CFR3g
pQbUqvpL2oo,1,UCLbyJSPEe2lx3jY-G0CFR3g
7QNVmS4zT0E,1,UCLbyJSPEe2lx3jY-G0CFR3g
AaWUK5xfc58,1,UCLbyJSPEe2lx3jY-G0CFR3g
gETMruoFcxY,1,UCLbyJSPEe2lx3jY-G0CFR3g
OTlYcBN1EiE,1,UCLbyJSPEe2lx3jY-G0CFR3g
LORViyf3Tf8,1,UCLbyJSPEe2lx3jY-G0CFR3g
qELR8oWjoHM,1,UCLbyJSPEe2lx3jY-G0CFR3g
noqIAMv0LiQ,1,UCLbyJSPEe2lx3jY-G0CFR3g
1-B9XiYWE3g,1,UCLbyJSPEe2lx3jY-G0CFR3g
0QtGA77trB0,1,UCLbyJSPEe2lx3jY-G0CFR3g
6GoXxZLMF7Y,1,UCLbyJSPEe2lx3jY-G0CFR3g
Z8i_bP0Yb14,1,UCLbyJSPEe2lx3jY-G0CFR3g
4x8GKQnQHY8,1,UCLbyJSPEe2lx3jY-G0CFR3g
3CXT4YMnL14,1,UCLbyJSPEe2lx3jY-G0CFR3g
UeKcJ8GkgLE,1,UCLbyJSPEe2lx3jY-G0CFR3g
tQeylqg0mJc,1,UCLbyJSPEe2lx3jY-G0CFR3g
JICmKwgpZcw,1,UCLbyJSPEe2lx3jY-G0CFR3g
-9PgmV7w-LM,1,UCLbyJSPEe2lx3jY-G0CFR3g
DCMkBkEvk5c,1,UCLbyJSPEe2lx3jY-G0CFR3g
-nusA4mN5hc,1,UCLbyJSPEe2lx3jY-G0CFR3g
pLlnmMUQPXE,1,UCLbyJSPEe2lx3jY-G0CFR3g
vB6_X0ZGA-M,1,UCLbyJSPEe2lx3jY-G0CFR3g
Ss0MYFyzKZE,1,UCLbyJSPEe2lx3jY-G0CFR3g
c8oUgSLosg4,1,UCLbyJSPEe2lx3jY-G0CFR3g
xVIE6P2anSg,1,UCLbyJSPEe2lx3jY-G0CFR3g
8RRrLBnqgvM,1,UCLbyJSPEe2lx3jY-G0CFR3g
MirsgsUYbkc,1,UCLbyJSPEe2lx3jY-G0CFR3g
OJR76IWLfPs,1,UCLbyJSPEe2lx3jY-G0CFR3g
NRACKMYSouY,1,UCLbyJSPEe2lx3jY-G0CFR3g
zRX1Ees4WXM,1,UCLbyJSPEe2lx3jY-G0CFR3g
zCoQ_VkbSOg,1,UCLbyJSPEe2lx3jY-G0CFR3g
hSCc1qMc6Nw,1,UCLbyJSPEe2lx3jY-G0CFR3g
6pPWHtiPwq8,1,UCLbyJSPEe2lx3jY-G0CFR3g
iH_Po1Ewves,1,UCLbyJSPEe2lx3jY-G0CFR3g
gJKARjBvj-o,1,UCLbyJSPEe2lx3jY-G0CFR3g
ZExOEZsUc9I,1,UCLbyJSPEe2lx3jY-G0CFR3g
JOEGQ6WHybE,1,UCLbyJSPEe2lx3jY-G0CFR3g
3PCRNchLFXk,1,UCLbyJSPEe2lx3jY-G0CFR3g
OwuM3OPy8m0,1,UCLbyJSPEe2lx3jY-G0CFR3g
TDcVxLKCkPQ,1,UCLbyJSPEe2lx3jY-G0CFR3g
uQBf8IKCNqs,1,UCLbyJSPEe2lx3jY-G0CFR3g
nfle7ZIe1q0,1,UCLbyJSPEe2lx3jY-G0CFR3g
_Yhpi0xKw_I,1,UCLbyJSPEe2lx3jY-G0CFR3g
0nIualJYX8A,1,UCLbyJSPEe2lx3jY-G0CFR3g
ZI4RQFZYrXw,1,UCLbyJSPEe2lx3jY-G0CFR3g
QTNLl4tCfOs,1,UCLbyJSPEe2lx3jY-G0CFR3g
upDQ9p-nB6k,1,UCLbyJSPEe2lx3jY-G0CFR3g
c4FYkgRcaf4,1,UCLbyJSPEe2lx3jY-G0CFR3g
h2OK20JH-e8,1,UCLbyJSPEe2lx3jY-G0CFR3g
tGXWUWO_7U8,1,UCLbyJSPEe2lx3jY-G0CFR3g
ePIIUTQWfPM,1,UCLbyJSPEe2lx3jY-G0CFR3g
zm8sbMAs0L0,1,UCLbyJSPEe2lx3jY-G0CFR3g
DJdEE3HRtM4,1,UCLbyJSPEe2lx3jY-G0CFR3g
PxlGWj7Squs,1,UCLbyJSPEe2lx3jY-G0CFR3g
HoNUhnwf6io,1,UCLbyJSPEe2lx3jY-G0CFR3g
xRdFRQn3et8,1,UCLbyJSPEe2lx3jY-G0CFR3g
cq3zXp93C8o,1,UCLbyJSPEe2lx3jY-G0CFR3g
cNa1r0zKngs,1,UCLbyJSPEe2lx3jY-G0CFR3g
LVzSOsrH1bw,1,UCLbyJSPEe2lx3jY-G0CFR3g
vDZL8Z1CGno,1,UCLbyJSPEe2lx3jY-G0CFR3g
PA2Zny430TE,1,UCLbyJSPEe2lx3jY-G0CFR3g
m8craapfNoA,1,UCLbyJSPEe2lx3jY-G0CFR3g
H4aTE9WouLg,1,UCLbyJSPEe2lx3jY-G0CFR3g
i2u1l2gpKIU,1,UCLbyJSPEe2lx3jY-G0CFR3g
BZXPDNqGXf4,1,UCLbyJSPEe2lx3jY-G0CFR3g
WfbDKGQtim8,1,UCLbyJSPEe2lx3jY-G0CFR3g
cUbl8AocKYc,1,UCLbyJSPEe2lx3jY-G0CFR3g
VB0g95XJBbM,1,UCLbyJSPEe2lx3jY-G0CFR3g
KEHQLnUD8vA,1,UCLbyJSPEe2lx3jY-G0CFR3g
eXev78p6eO8,1,UCLbyJSPEe2lx3jY-G0CFR3g
ZvY_kwOTzSg,1,UCLbyJSPEe2lx3jY-G0CFR3g
zH8-rZmLD30,1,UCLbyJSPEe2lx3jY-G0CFR3g
aKM0M0pasYU,1,UCLbyJSPEe2lx3jY-G0CFR3g
3SUhQ5YTB1c,1,UCLbyJSPEe2lx3jY-G0CFR3g
-In4vzPFTl0,1,UCLbyJSPEe2lx3jY-G0CFR3g
hGEnTvHzJOA,1,UCLbyJSPEe2lx3jY-G0CFR3g
TXsAg5XSUyY,1,UCLbyJSPEe2lx3jY-G0CFR3g
AVOvJTp1b80,1,UCLbyJSPEe2lx3jY-G0CFR3g
loyuUvL7Sw0,1,UCLbyJSPEe2lx3jY-G0CFR3g
5SzrQG-vh4k,1,UCLbyJSPEe2lx3jY-G0CFR3g
catgAecdfwI,1,UCLbyJSPEe2lx3jY-G0CFR3g
n7f1FaYEKeI,1,UCLbyJSPEe2lx3jY-G0CFR3g
Ver_pe5s6lw,1,UCLbyJSPEe2lx3jY-G0CFR3g
VBXPRx8UHIo,1,UCLbyJSPEe2lx3jY-G0CFR3g
P4DZ5QwJLgA,1,UCDCNmuaOXOo25Yn4mbMHhhQ
fuE0PZb3pyI,1,UCDCNmuaOXOo25Yn4mbMHhhQ
Tym-QOm6QjU,1,UCDCNmuaOXOo25Yn4mbMHhhQ
lTTB-nhgLtg,1,UCDCNmuaOXOo25Yn4mbMHhhQ
02haDHFLOa4,1,UCDCNmuaOXOo25Yn4mbMHhhQ
rfhezFOjoxM,1,UCDCNmuaOXOo25Yn4mbMHhhQ
Z6V-hpwuzRM,1,UCDCNmuaOXOo25Yn4mbMHhhQ
OoIVGVtnYZ8,1,UCDCNmuaOXOo25Yn4mbMHhhQ
VmU1nX-c29I,1,UCDCNmuaOXOo25Yn4mbMHhhQ
4lO3FRd4Mfc,1,UCDCNmuaOXOo25Yn4mbMHhhQ
7CoU1thk-BQ,1,UCDCNmuaOXOo25Yn4mbMHhhQ
LORgO_LY7l0,1,UCDCNmuaOXOo25Yn4mbMHhhQ
zGRzJDAxsGE,1,UCDCNmuaOXOo25Yn4mbMHhhQ
JpfHEXRu5-M,1,UCDCNmuaOXOo25Yn4mbMHhhQ
LnGJNX7lb5E,1,UCDCNmuaOXOo25Yn4mbMHhhQ
TC-mrqVvBE0,1,UCDCNmuaOXOo25Yn4mbMHhhQ
z2Q_t4QXQd8,1,UCDCNmuaOXOo25Yn4mbMHhhQ
Kvq72VpbxR0,1,UCDCNmuaOXOo25Yn4mbMHhhQ
9qxnwJNAl5c,1,UCDCNmuaOXOo25Yn4mbMHhhQ
XkHynjMZegg,1,UCDCNmuaOXOo25Yn4mbMHhhQ
O6xElfBOLLY,1,UCDCNmuaOXOo25Yn4mbMHhhQ
Gm56gmTubMs,1,UCDCNmuaOXOo25Yn4mbMHhhQ
bDI486j6WQs,1,UCDCNmuaOXOo25Yn4mbMHhhQ
Au4_frl4Rco,1,UCDCNmuaOXOo25Yn4mbMHhhQ
GXEKwIGKZoI,1,UCDCNmuaOXOo25Yn4mbMHhhQ
oKZ2Ja1ZUFA,1,UCDCNmuaOXOo25Yn4mbMHhhQ
fYKz1IaxN2A,1,UCDCNmuaOXOo25Yn4mbMHhhQ
ZiWLfgcYjOk,1,UCDCNmuaOXOo25Yn4mbMHhhQ
qbVv0iHJ3Y4,1,UCDCNmuaOXOo25Yn4mbMHhhQ
Khxt94E8k4U,1,UCDCNmuaOXOo25Yn4mbMHhhQ
alJed4Dadu8,1,UCDCNmuaOXOo25Yn4mbMHhhQ
U-8sZWQ7AxE,1,UCDCNmuaOXOo25Yn4mbMHhhQ
6_77CGw9yLE,1,UCDCNmuaOXOo25Yn4mbMHhhQ
jUBizaj-dZg,1,UCDCNmuaOXOo25Yn4mbMHhhQ
cLtJ-F0Fj9A,1,UCDCNmuaOXOo25Yn4mbMHhhQ
DhC8v3ghz2U,1,UCDCNmuaOXOo25Yn4mbMHhhQ
FIAfVquKgEU,1,UCDCNmuaOXOo25Yn4mbMHhhQ
8EnJ4J7UWi8,1,UCDCNmuaOXOo25Yn4mbMHhhQ
WFyl9nlH8Fg,1,UCDCNmuaOXOo25Yn4mbMHhhQ
cyQR0Iz0Uqo,1,UCDCNmuaOXOo25Yn4mbMHhhQ
ER085wVbxz0,1,UCDCNmuaOXOo25Yn4mbMHhhQ
21xZj2zqhB0,1,UCDCNmuaOXOo25Yn4mbMHhhQ
IhxeUliZz4c,1,UCDCNmuaOXOo25Yn4mbMHhhQ
OdI3WlAlZiU,1,UCDCNmuaOXOo25Yn4mbMHhhQ
JhM6UIMy440,1,UCDCNmuaOXOo25Yn4mbMHhhQ
pKWP5Hl5ETI,1,UCDCNmuaOXOo25Yn4mbMHhhQ
sR0OGNmNaKw,1,UCDCNmuaOXOo25Yn4mbMHhhQ
Eb4RooyW11M,1,UCDCNmuaOXOo25Yn4mbMHhhQ
f2vbxkC3fos,1,UCDCNmuaOXOo25Yn4mbMHhhQ
R8N-PKiyGpM,1,UCDCNmuaOXOo25Yn4mbMHhhQ
C3A9nVPMiJo,1,UCDCNmuaOXOo25Yn4mbMHhhQ
95DI0d2ZBwA,1,UCDCNmuaOXOo25Yn4mbMHhhQ
TIZh-Z5tRfw,1,UCDCNmuaOXOo25Yn4mbMHhhQ
R_ByP_XAk9o,1,UCDCNmuaOXOo25Yn4mbMHhhQ
_vcpgDBzWyc,1,UCDCNmuaOXOo25Yn4mbMHhhQ
ShtmFVyC30s,1,UCDCNmuaOXOo25Yn4mbMHhhQ
Yq01wzW4MzM,1,UCDCNmuaOXOo25Yn4mbMHhhQ
3cItoFoOZ8Y,1,UCDCNmuaOXOo25Yn4mbMHhhQ
vogFFqbkbIQ,1,UCDCNmuaOXOo25Yn4mbMHhhQ
A7Pbzc_-rzU,1,UCDCNmuaOXOo25Yn4mbMHhhQ
UhYzH0AX04Y,1,UCDCNmuaOXOo25Yn4mbMHhhQ
NMnp59svjcU,1,UCDCNmuaOXOo25Yn4mbMHhhQ
NweGGxGAb7c,1,UCDCNmuaOXOo25Yn4mbMHhhQ
qvzH2DFjjUY,1,UCDCNmuaOXOo25Yn4mbMHhhQ
ovybRFrmZVs,1,UCDCNmuaOXOo25Yn4mbMHhhQ
4z8t14tRypY,1,UCDCNmuaOXOo25Yn4mbMHhhQ
E6eFUd7dgns,1,UCFuU-5B1eKAWaTeLUu3JuyA
ZVptz7t0beA,1,UCFuU-5B1eKAWaTeLUu3JuyA
oXmmny99Obk,1,UCFuU-5B1eKAWaTeLUu3JuyA
6eF-v2P53a0,1,UCFuU-5B1eKAWaTeLUu3JuyA
MXFVlYDVJsM,1,UCFuU-5B1eKAWaTeLUu3JuyA
90dc1noOl4o,1,UCFuU-5B1eKAWaTeLUu3JuyA
bOZoFbHTHR0,1,UCFuU-5B1eKAWaTeLUu3JuyA
NuLXGh_fSQw,1,UCFuU-5B1eKAWaTeLUu3JuyA
GB9UOXgkbqU,1,UCFuU-5B1eKAWaTeLUu3JuyA
SEj1zYHet_M,1,UCFuU-5B1eKAWaTeLUu3JuyA
5BhlYteiWAA,1,UCFuU-5B1eKAWaTeLUu3JuyA
kUc_Vl6Lrmc,1,UCFuU-5B1eKAWaTeLUu3JuyA
IuFS8uPCk1w,1,UCFuU-5B1eKAWaTeLUu3JuyA
5NPZFGvisdY,1,UCFuU-5B1eKAWaTeLUu3JuyA
675cXWggltQ,1,UCFuU-5B1eKAWaTeLUu3JuyA
aSFLlItnKHc,1,UCFuU-5B1eKAWaTeLUu3JuyA
VfaFNs-N1ow,1,UCFuU-5B1eKAWaTeLUu3JuyA
yJ4kn6DnACo,1,UCFuU-5B1eKAWaTeLUu3JuyA
GHXheB0SecU,1,UCFuU-5B1eKAWaTeLUu3JuyA
h__FXAuDfZs,1,UCFuU-5B1eKAWaTeLUu3JuyA
bI8fEfacvL4,1,UCFuU-5B1eKAWaTeLUu3JuyA
SKNMqzf2Zbc,1,UCFuU-5B1eKAWaTeLUu3JuyA
imnfEol6Nl8,1,UCFuU-5B1eKAWaTeLUu3JuyA
ZixJmrrjzLc,1,UCFuU-5B1eKAWaTeLUu3JuyA
msV22bRYSVA,1,UCFuU-5B1eKAWaTeLUu3JuyA
k7X3AmzJBhQ,1,UCFuU-5B1eKAWaTeLUu3JuyA
ErwHPnMP5gQ,1,UCFuU-5B1eKAWaTeLUu3JuyA
XkIoPjZ9KRk,1,UCFuU-5B1eKAWaTeLUu3JuyA
dHfB_J_F_Zk,1,UCFuU-5B1eKAWaTeLUu3JuyA
XBuZvcY-tww,1,UCFuU-5B1eKAWaTeLUu3JuyA
vBGJGIZaURE,1,UCFuU-5B1eKAWaTeLUu3JuyA
fyhPEp4VYTw,1,UCFuU-5B1eKAWaTeLUu3JuyA
7nUYGoKn-Ls,1,UCFuU-5B1eKAWaTeLUu3JuyA
ULFIA09St_Y,1,UCFuU-5B1eKAWaTeLUu3JuyA
XveAtE71WOo,1,UCFuU-5B1eKAWaTeLUu3JuyA
QuTefxBl8fs,1,UCFuU-5B1eKAWaTeLUu3JuyA
bmSJBYUBT-k,1,UCFuU-5B1eKAWaTeLUu3JuyA
EpBK_JmRk-w,1,UCFuU-5B1eKAWaTeLUu3JuyA
5NAjCGI4hQs,1,UCFuU-5B1eKAWaTeLUu3JuyA
lYdujOh6-co,1,UCFuU-5B1eKAWaTeLUu3JuyA
vLwdnPUMlxU,1,UCFuU-5B1eKAWaTeLUu3JuyA
0d_-dcXo4oM,1,UCFuU-5B1eKAWaTeLUu3JuyA
99bSbmdI0ow,1,UCFuU-5B1eKAWaTeLUu3JuyA
IFzB6p5syPU,1,UCFuU-5B1eKAWaTeLUu3JuyA
ysOrWkfo1-k,1,UCFuU-5B1eKAWaTeLUu3JuyA
3dIXdNDOnPs,1,UCFuU-5B1eKAWaTeLUu3JuyA
epVQKFgGvgw,1,UCFuU-5B1eKAWaTeLUu3JuyA
BuxXJSwsUr0,1,UCFuU-5B1eKAWaTeLUu3JuyA
0ETK1E-yOIA,1,UCFuU-5B1eKAWaTeLUu3JuyA
-YmN9VBYx9o,1,UCFuU-5B1eKAWaTeLUu3JuyA
KhRDV0jvGPU,1,UCFuU-5B1eKAWaTeLUu3JuyA
2IK5yZthF-c,1,UCFuU-5B1eKAWaTeLUu3JuyA
7ho1_8L4FYs,1,UCFuU-5B1eKAWaTeLUu3JuyA
bNN44X-6mH8,1,UCFuU-5B1eKAWaTeLUu3JuyA
57WGBQCCGtY,1,UCFuU-5B1eKAWaTeLUu3JuyA
FCqC7PLoIew,1,UCFuU-5B1eKAWaTeLUu3JuyA
FOqK2lO436c,1,UCFuU-5B1eKAWaTeLUu3JuyA
wP3mDrVOJwk,1,UCFuU-5B1eKAWaTeLUu3JuyA
7_DQACSltfU,1,UCFuU-5B1eKAWaTeLUu3JuyA
ZUuTLqZgPwk,1,UCFuU-5B1eKAWaTeLUu3JuyA
6Mh6yJewSwA,1,UCFuU-5B1eKAWaTeLUu3JuyA
sPtUDmgAUcY,1,UCFuU-5B1eKAWaTeLUu3JuyA
FpiBGPqhzBw,1,UCFuU-5B1eKAWaTeLUu3JuyA
tAPHNoIokdY,1,UCFuU-5B1eKAWaTeLUu3JuyA
ZrHBZ20gqsM,1,UCFuU-5B1eKAWaTeLUu3JuyA
vTKwZonE0wI,1,UCFuU-5B1eKAWaTeLUu3JuyA
ejxbdHZLgQY,1,UCFuU-5B1eKAWaTeLUu3JuyA
UDeA6kGq7eY,1,UCFuU-5B1eKAWaTeLUu3JuyA
4Pw_vEs19Gg,1,UCFuU-5B1eKAWaTeLUu3JuyA
EpQvLkL1R_Y,1,UCFuU-5B1eKAWaTeLUu3JuyA
Z8C4XvJhhbc,1,UCFuU-5B1eKAWaTeLUu3JuyA
9hGwuFk46A4,1,UCFuU-5B1eKAWaTeLUu3JuyA
Iwbh7ZJPqUU,1,UCFuU-5B1eKAWaTeLUu3JuyA
LwBbzGooYmo,1,UCFuU-5B1eKAWaTeLUu3JuyA
szrLsFCGDzg,1,UCFuU-5B1eKAWaTeLUu3JuyA
X8I0ODpub-k,1,UCFuU-5B1eKAWaTeLUu3JuyA
eGFI9DNw9x4,1,UCFuU-5B1eKAWaTeLUu3JuyA
hhd3JmW_xfo,1,UCFuU-5B1eKAWaTeLUu3JuyA
Gdzem6o09so,1,UCFuU-5B1eKAWaTeLUu3JuyA
O8d5bPb-XHY,1,UCFuU-5B1eKAWaTeLUu3JuyA
ylsiD6k6Iws,1,UCFuU-5B1eKAWaTeLUu3JuyA
owF27clbI0c,1,UCFuU-5B1eKAWaTeLUu3JuyA
VOpotiqFuIg,1,UCFuU-5B1eKAWaTeLUu3JuyA
flJjjZqCJvY,1,UCFuU-5B1eKAWaTeLUu3JuyA
qw8jVMKMRko,1,UCFuU-5B1eKAWaTeLUu3JuyA
TRpNWUkmUro,1,UCFuU-5B1eKAWaTeLUu3JuyA
zT07rYAhfQk,1,UCFuU-5B1eKAWaTeLUu3JuyA
