,Word,CEFR
2646,fit,A2
2644,fisherman,A2
4240,mirror,A2
5357,psychologist,A2
5361,public,A2
2637,first name,A2
5367,publish,A2
3652,issue,A2
3654,IT,A2
5370,pull,A2
4261,mix,A2
5442,racket,A2
4220,million,A2
2505,fancy,A2
4193,method,A2
4190,metal,A2
2500,familiar,A2
5496,reach,A2
2495,fall,A2
3708,junior,A2
3709,junk,A2
2489,fairly,A2
4175,menu,A2
4172,mention,A2
2483,fail,A2
4163,member,A2
2478,fact,A2
3732,killer,A2
5522,receipt,A2
3734,kilo,A2
5523,receive,A2
5524,recent,A2
5525,recently,A2
5527,receptionist,A2
5492,ray,A2
2557,fee,A2
2508,fantastic,A2
2512,far,A2
2552,feature,A2
2551,feather,A2
2546,fear,A2
5459,raincoat,A2
2538,fault,A2
4216,military,A2
5464,raise,A2
5468,range,A2
4211,might,A2
5472,rap,A2
2530,fast food,A2
3688,joke,A2
4209,midnight,A2
2526,fashion,A2
2524,fascinating,A2
3693,journey,A2
5483,rate,A2
3694,joy,A2
4205,midday,A2
5485,rather,A2
2514,fare,A2
5486,rating,A2
5491,raw,A2
5305,progressive,A2
5293,professional,A2
4381,musical,A2
2820,fully,A2
4379,mushroom,A2
4378,museum,A2
3543,inspiration,A2
4372,murder,A2
2811,fry,A2
5168,pour,A2
3548,instant,A2
5172,power,A2
3550,instead,A2
5173,powerful,A2
4365,mug,A2
4356,MP3 player,A2
3559,instrument,A2
2799,frightening,A2
2798,frightened,A2
3567,intelligence,A2
3568,intelligent,A2
4340,motorway,A2
2797,frighten,A2
3578,interest,A2
5153,post office,A2
4394,myself,A2
5120,pollute,A2
4435,nearly,A2
2852,gallery,A2
4423,nature,A2
4421,natural,A2
5130,popular,A2
5133,population,A2
2841,further,A2
2839,furniture,A2
4419,native,A2
5138,portrait,A2
5141,position,A2
4414,national,A2
4413,nation,A2
3514,injure,A2
5149,possible,A2
4405,napkin,A2
3519,inner,A2
5150,possibly,A2
4396,mystery,A2
2825,function,A2
4395,mysterious,A2
3532,insect,A2
2794,friendship,A2
2790,fried,A2
2789,fridge,A2
3611,invade,A2
3615,invent,A2
5260,principal,A2
5264,print,A2
2725,force,A2
5265,printer,A2
2723,forbid,A2
3616,invention,A2
2719,footballer,A2
5271,private,A2
2713,fool,A2
4275,modern,A2
3627,invite,A2
5275,pro,A2
5278,probably,A2
4271,model,A2
2704,follow,A2
2702,folder,A2
5287,produce,A2
2698,fog,A2
5289,product,A2
5290,production,A2
2734,forest,A2
2736,forever,A2
2739,fork,A2
5250,pride,A2
4326,mostly,A2
2786,fresh,A2
5188,precise,A2
5193,predict,A2
5195,prediction,A2
5199,prefer,A2
2780,freeze,A2
2778,freedom,A2
3587,international,A2
3493,influence,A2
5213,prepare,A2
2768,frame,A2
4320,mosque,A2
2758,forward,A2
2756,fortune,A2
2755,fortunately,A2
5232,pressure,A2
5237,pretend,A2
5241,prevent,A2
4302,mood,A2
2770,frank,A2
4984,petrol,A2
3960,lively,A2
6781,symphony,A2
457,audience,A2
458,audio,A2
6785,system,A2
463,author,A2
467,automatic,A2
468,automatically,A2
1336,composer,A2
6788,table tennis,A2
6790,tablespoon,A2
474,average,A2
476,avoid,A2
6804,talent,A2
479,award,A2
7622,wheelchair,A2
1324,complete,A2
1322,complaint,A2
1321,complain,A2
7618,whatever,A2
486,awful,A2
1317,competition,A2
6814,tap,A2
7636,while,A2
6776,symbol,A2
451,attractive,A2
6768,swimsuit,A2
1378,confident,A2
426,athlete,A2
6739,survive,A2
7662,wild,A2
431,atom,A2
7656,widely,A2
7655,wide,A2
6748,swallow,A2
1368,condition,A2
436,attack,A2
6816,tape,A2
6753,sweat,A2
6754,sweater,A2
6759,sweetheart,A2
441,attempt,A2
7648,whole,A2
1357,concern,A2
445,attention,A2
448,attitude,A2
1353,concentrate,A2
6766,swimming costume,A2
7650,whom,A2
422,astronaut,A2
6818,target,A2
7613,wet,A2
7588,weekly,A2
7586,weekday,A2
1269,comb,A2
6859,temperature,A2
1266,column,A2
525,balloon,A2
7582,wedding,A2
7580,website,A2
7578,web page,A2
7577,web,A2
1249,cola,A2
538,banking,A2
543,barbecue,A2
1245,coin,A2
7568,wealth,A2
545,barber,A2
7564,weak,A2
550,bargain,A2
6883,terrify,A2
6888,terrorist,A2
1231,coast,A2
1278,comfortable,A2
519,balcony,A2
1280,comic,A2
7610,west,A2
1307,compare,A2
1306,comparative,A2
498,background,A2
1305,company,A2
1300,communication,A2
1299,communicate,A2
7604,well-known,A2
6819,task,A2
1295,common,A2
1293,commitment,A2
508,badly,A2
6836,tear,A2
509,badminton,A2
513,bake,A2
7592,weight,A2
7591,weigh,A2
6847,teenage,A2
6848,teenager,A2
7590,weep,A2
1294,committee,A2
7558,wave,A2
6730,surprising,A2
1385,confuse,A2
353,architecture,A2
6598,strike,A2
356,area,A2
6601,string,A2
1498,correctly,A2
6609,strongly,A2
6610,structure,A2
358,argue,A2
359,argument,A2
7744,worst,A2
7740,worse,A2
6620,stuff,A2
365,armchair,A2
366,armed,A2
1475,cooler,A2
6627,style,A2
1472,cooking,A2
1470,cooker,A2
1507,cost,A2
342,appropriate,A2
6587,strength,A2
305,anxious,A2
1534,court,A2
1529,couple,A2
311,anymore,A2
314,anyway,A2
315,anywhere,A2
316,apart,A2
317,apartment,A2
6578,stranger,A2
7735,worried,A2
1526,countryside,A2
6581,strategy,A2
323,apparently,A2
326,appear,A2
327,appearance,A2
7772,yeah,A2
1520,count,A2
334,apply,A2
336,appointment,A2
337,appreciate,A2
7762,writing,A2
1524,country,A2
6729,surprised,A2
7731,worldwide,A2
6650,success,A2
6686,sunglasses,A2
6687,sunlight,A2
7699,without,A2
6696,superlative,A2
7698,within,A2
1410,consist,A2
6704,supper,A2
7690,wise,A2
6709,support,A2
1404,consider,A2
7689,wisdom,A2
410,assistant,A2
1400,consequence,A2
7684,winner,A2
413,association,A2
6722,surfing,A2
7681,wine,A2
7680,windy,A2
6726,surname,A2
1386,confused,A2
6685,sunflower,A2
1426,contact,A2
1429,container,A2
1456,convenient,A2
1455,convenience,A2
6652,successfully,A2
6654,such,A2
1451,control,A2
6657,sudden,A2
1448,contrast,A2
384,artificial,A2
6666,suggest,A2
7713,wool,A2
6649,succeed,A2
7712,wooden,A2
7710,wood,A2
7707,wonder,A2
1440,continue,A2
395,asleep,A2
6669,suit,A2
1437,continent,A2
1436,context,A2
6671,suitable,A2
6673,suitcase,A2
6677,summary,A2
6894,text,A2
6896,text message,A2
699,blanket,A2
7146,trick,A2
943,calendar,A2
937,cafeteria,A2
7161,trouble,A2
931,cab,A2
7435,verb,A2
7167,truly,A2
7171,trust,A2
7174,truth,A2
913,businesswoman,A2
912,businessman,A2
910,bush,A2
909,bus stop,A2
908,bus station,A2
906,bury,A2
902,burn,A2
7190,tune,A2
717,blonde,A2
718,blood,A2
7416,value,A2
697,blame,A2
956,camping,A2
958,campus,A2
7078,trade,A2
7081,tradition,A2
7082,traditional,A2
7084,traffic,A2
7472,violin,A2
7086,traffic light,A2
7470,violent,A2
7465,village,A2
985,car park,A2
7457,view,A2
722,bloom,A2
7096,training,A2
7099,tram,A2
977,capital letter,A2
976,capital,A2
686,bit,A2
687,bite,A2
7456,video game,A2
7122,trap,A2
694,blackboard,A2
7131,treasure,A2
979,captain,A2
7075,track,A2
7203,twice,A2
7290,unfortunately,A2
7294,unhappy,A2
7295,unhealthy,A2
7298,uniform,A2
818,brave,A2
815,brand,A2
7303,unimportant,A2
813,branch,A2
811,brake,A2
7355,unusual,A2
809,brainstorm,A2
774,bored,A2
7308,unit,A2
778,boss,A2
804,bra,A2
7313,university,A2
7316,unknown,A2
7318,unlike,A2
785,bother,A2
7331,unpleasant,A2
765,bookshop,A2
7288,unforgettable,A2
764,bookshelf,A2
7281,unfair,A2
7400,usual,A2
735,board game,A2
881,bulb,A2
877,bug,A2
876,budget,A2
739,boil,A2
740,boiled,A2
7232,uncertain,A2
7396,useful,A2
7239,uncomfortable,A2
7414,valley,A2
7394,used,A2
7259,understand,A2
7264,underwater,A2
847,brilliant,A2
754,bonus,A2
7381,upstairs,A2
7274,uneasy,A2
758,bookcase,A2
7376,upset,A2
841,bride,A2
7372,upon,A2
837,breeze,A2
668,bill,A2
7484,visitor,A2
7065,tourist,A2
6953,thought,A2
6956,thousand,A2
570,basket,A2
1146,choice,A2
1144,chirp,A2
1142,chin,A2
1141,chimpanzee,A2
1137,childhood,A2
574,batch,A2
579,battery,A2
1129,chest,A2
1128,chess,A2
1124,cheque,A2
6976,thunderstorm,A2
1119,chemical,A2
1118,chef,A2
582,bay,A2
1113,cheer,A2
1111,cheek,A2
6984,tidy,A2
6952,though,A2
7545,washing machine,A2
567,basically,A2
1156,cigarette,A2
6897,textbook,A2
1223,clue,A2
1221,clown,A2
1210,clone,A2
1205,climbing,A2
1197,click,A2
6911,theirs,A2
1194,clerk,A2
562,base,A2
6914,themselves,A2
1191,clearly,A2
1188,cleaner,A2
7546,washing-up,A2
6922,therefore,A2
1180,classical music,A2
566,basic,A2
1177,classic,A2
6931,thief,A2
1172,claim,A2
6937,third,A2
1165,citizen,A2
6942,thirsty,A2
1189,clear,A2
6986,tie,A2
1103,cheap,A2
1101,chat,A2
1064,certain,A2
634,belt,A2
635,bench,A2
637,bend,A2
1062,cereal,A2
1061,century,A2
7024,toe,A2
1055,cent,A2
7037,tone,A2
1038,cause,A2
1065,certainly,A2
7044,toothache,A2
647,besides,A2
7493,voice,A2
7491,vocabulary,A2
1020,castle,A2
1017,cassette,A2
660,beyond,A2
7061,tour,A2
1015,cash,A2
7063,tour guide,A2
1008,carrot,A2
7045,toothbrush,A2
7791,youth,A2
7020,toast,A2
1070,chain,A2
599,beauty,A2
7525,wander,A2
1097,chart,A2
7523,wallet,A2
6994,tights,A2
609,been,A2
610,beer,A2
614,beg,A2
6997,till,A2
616,beginner,A2
7017,title,A2
7004,timetable,A2
617,beginning,A2
7008,tip,A2
7520,walking,A2
1079,chance,A2
623,being,A2
1078,championship,A2
1076,champagne,A2
628,belly,A2
1073,challenge,A2
629,belong,A2
1072,chairman,A2
1086,chapter,A2
7796,zone,A2
6699,superstar,A2
6567,stove,A2
124,adventure,A2
6305,snowboarding,A2
133,advertisement,A2
1754,delay,A2
1752,degree,A2
6314,soap,A2
134,advertising,A2
135,advice,A2
6291,snack,A2
6325,society,A2
6327,soda,A2
6329,soft,A2
1736,deeply,A2
1735,deep,A2
6330,soft drink,A2
136,advise,A2
6331,softly,A2
6333,software,A2
6337,soldier,A2
6344,solution,A2
6326,sock,A2
6290,smoothly,A2
122,advantage,A2
6289,smooth,A2
10130,marvelous,A2
6257,slice,A2
6259,slide,A2
108,admit,A2
6264,slim,A2
1788,depend,A2
10127,litre,A2
1786,department store,A2
10126,liter,A2
10125,licence,A2
10124,license,A2
10121,labour,A2
1782,dentist,A2
10120,labor,A2
10119,kilometre,A2
116,adult,A2
6275,slowly,A2
10118,kilometer,A2
10117,kilogramme,A2
120,advanced,A2
10116,kilogram,A2
6349,somebody,A2
10131,marvellous,A2
139,affair,A2
10079,honour,A2
6394,spaceship,A2
6395,spaghetti,A2
6405,speaker,A2
10042,favour,A2
6412,specific,A2
183,aisle,A2
184,alarm,A2
10041,favor,A2
1667,dangerous,A2
1666,danger,A2
6393,space,A2
1663,dancer,A2
186,alarm clock,A2
1653,dam,A2
1651,daily,A2
195,alive,A2
1645,cycling,A2
6431,spill,A2
10025,driving licence,A2
6419,speed,A2
175,air,A2
1686,daylight,A2
170,ahead,A2
10078,honor,A2
6358,somewhere,A2
1714,decide,A2
10077,hiphop,A2
10076,hip-hop,A2
10075,hip hop,A2
6374,sound,A2
1702,debate,A2
1701,death,A2
154,against,A2
6379,source,A2
1695,deal,A2
156,aged,A2
6380,south,A2
158,agency,A2
1691,dead,A2
160,agent,A2
10064,gramme,A2
10063,gram,A2
6350,someday,A2
204,allow,A2
6255,sleepy,A2
6250,slave,A2
10220,realize,A2
6144,shot,A2
6147,shout,A2
1907,disappointing,A2
1906,disappointed,A2
41,accident,A2
1903,disappear,A2
1901,disagree,A2
1900,disadvantage,A2
34,acceptable,A2
6160,shut,A2
1892,direction,A2
1890,direct,A2
10205,pen friend,A2
10204,penfriend,A2
49,account,A2
1884,dinosaur,A2
6169,sightseeing,A2
10189,organised,A2
10188,organized,A2
10187,organise,A2
1894,director,A2
33,accept,A2
10221,realise,A2
1917,disco,A2
1948,display,A2
4,ability,A2
10257,traveller,A2
6105,shell,A2
10256,traveler,A2
10255,towards,A2
10254,toward,A2
17,abroad,A2
6112,shine,A2
1940,dislike,A2
1935,dishonest,A2
10243,sports centre,A2
6120,shock,A2
10242,sports center,A2
1928,discussion,A2
6125,shoot,A2
10233,shorts,A2
10229,rumour,A2
1922,discover,A2
6129,shop assistant,A2
10228,rumor,A2
6136,shore,A2
10186,organize,A2
6254,sleepless,A2
6175,significant,A2
6179,silence,A2
6206,singular,A2
90,addition,A2
6208,sink,A2
91,additional,A2
1830,detail,A2
6215,sitting room,A2
1825,destroy,A2
6216,situation,A2
1822,dessert,A2
10162,Ms.,A2
6221,skate,A2
6226,skating,A2
10141,metre,A2
98,adjective,A2
6229,ski,A2
99,adjust,A2
10140,meter,A2
6231,skiing,A2
1804,desert,A2
1802,description,A2
105,admire,A2
6225,skateboarding,A2
6204,single,A2
6203,singing,A2
1840,develop,A2
6181,silently,A2
62,achieve,A2
10181,omelette,A2
1868,difficulty,A2
1866,differently,A2
10180,omelet,A2
1862,diet,A2
70,across,A2
1861,die,A2
6183,silly,A2
1857,diary,A2
6184,silver,A2
1854,diamond,A2
6187,similar,A2
72,act,A2
6190,simple,A2
6193,simply,A2
10163,Ms,A2
81,actually,A2
6198,since,A2
1841,developed,A2
1873,digital camera,A2
6439,splash,A2
7328,unnecessary,A2
266,angel,A2
9990,colourful,A2
218,alright,A2
9982,chilli,A2
264,ancient,A2
9981,chili,A2
1624,curry,A2
6507,statement,A2
1553,crazy,A2
1575,crisp,A2
6552,stomachache,A2
1625,curse,A2
269,angrily,A2
1563,creature,A2
226,although,A2
9971,center,A2
244,among,A2
1564,credit,A2
6482,stair,A2
1612,cupboard,A2
1561,creativity,A2
6468,square,A2
9952,apologise,A2
6476,stadium,A2
6477,staff,A2
1559,creative,A2
1569,cricket,A2
9989,colorful,A2
6450,spoon,A2
1596,cruise,A2
240,ambition,A2
276,ankle,A2
6505,state,A2
1557,create,A2
6551,stomach,A2
1570,crime,A2
277,anniversary,A2
9951,apologize,A2
6459,spread,A2
9972,centre,A2
280,annoy,A2
10000,criticise,A2
9962,behaviour,A2
6563,storm,A2
9973,centimeter,A2
1631,customer,A2
1589,crowd,A2
6512,statue,A2
252,amusement,A2
9999,criticize,A2
6519,steal,A2
6486,stamp,A2
9974,centimetre,A2
1590,crowded,A2
6441,split,A2
6518,steak,A2
10024,driver's license,A2
251,amused,A2
259,ancestor,A2
1583,cross,A2
9961,behavior,A2
1591,crown,A2
283,annoying,A2
1630,custom,A2
4686,orchestra,B1
4685,orbit,B1
10185,organisation,B1
4262,mixing bowl,B1
7754,wrap,B1
7451,vice president,B1
10184,organization,B1
4012,loyal,B1
7455,video clip,B1
4671,opposition,B1
7453,victory,B1
10183,on to,B1
10182,onto,B1
4672,oppress,B1
7750,worthy,B1
7460,viewpoint,B1
4673,oppression,B1
9969,categorize,B1
4013,loyalty,B1
7749,worthwhile,B1
4018,luggage,B1
4681,oral,B1
4273,modem,B1
7752,wound,B1
4274,moderate,B1
7452,victim,B1
4677,option,B1
4189,messy,B1
4392,mutual,B1
4280,modify,B1
7496,volume,B1
4297,monster,B1
4180,merely,B1
7498,volunteer,B1
7504,vowel,B1
4299,monthly,B1
7505,voyage,B1
4179,mere,B1
7507,wagon,B1
4177,merchant,B1
9975,characterize,B1
10149,modal,B1
4632,old-fashioned,B1
10148,modal verb,B1
4301,monument,B1
10147,minimise,B1
10146,minimize,B1
4038,magical,B1
7733,worn,B1
9976,characterise,B1
7494,volcano,B1
4184,mess,B1
4647,oneself,B1
7490,vividly,B1
7471,violently,B1
4282,moisture,B1
4284,molecule,B1
7747,worth,B1
4661,operation,B1
7473,virtual,B1
4021,lung,B1
7477,virus,B1
7478,visa,B1
7479,visible,B1
4025,luxury,B1
7469,violence,B1
7481,vision,B1
10169,neighbourhood,B1
7485,visual,B1
10168,neighborhood,B1
4653,onstage,B1
9970,categorise,B1
4293,monitor,B1
7486,visually,B1
7489,vivid,B1
4295,monk,B1
4187,message board,B1
4657,opening,B1
10201,paralyse,B1
4691,orderly,B1
3977,logic,B1
10246,summarize,B1
4231,minimum,B1
7367,update,B1
9949,analyze,B1
4769,overnight,B1
3979,logo,B1
4764,overjoyed,B1
7370,uplifted,B1
7371,upload,B1
4208,middle-aged,B1
4760,overcome,B1
10241,specialise,B1
7373,upper,B1
10240,specialize,B1
4234,minor,B1
9950,analyse,B1
4750,outweigh,B1
7383,up-to-date,B1
4748,outward,B1
7775,yell,B1
10223,recognise,B1
3990,lorry,B1
7359,unwell,B1
7358,unwanted,B1
3976,log,B1
4781,overwhelm,B1
9940,acknowledgement,B1
7333,unpredictable,B1
4798,pace,B1
9941,adviser,B1
4794,oxygen,B1
7336,unrelated,B1
4215,mile,B1
7348,untidy,B1
7784,yoga,B1
9942,advisor,B1
7384,upward,B1
3967,loaf,B1
4786,owing,B1
3971,locate,B1
3972,location,B1
4227,mineral,B1
7356,unusually,B1
10251,take-off,B1
4785,owe,B1
4783,overwork,B1
4782,overwhelming,B1
10250,takeoff,B1
3975,lodge,B1
10247,summarise,B1
4214,mild,B1
7386,urge,B1
7388,urgent,B1
7391,usage,B1
4244,misery,B1
4246,mislead,B1
7759,wristwatch,B1
3999,loud,B1
10206,percent,B1
7427,vast,B1
4001,loudspeaker,B1
7429,vegetarian,B1
7758,wrist,B1
7431,vehicle,B1
7432,vein,B1
4710,otherwise,B1
10200,paralyze,B1
7444,vessel,B1
7756,wrapping,B1
4257,misty,B1
7445,vet,B1
4700,origin,B1
4695,organism,B1
4694,organic,B1
4259,misunderstanding,B1
4693,organ,B1
7447,via,B1
4007,lovingly,B1
4692,ordinary,B1
4252,mission,B1
7450,vice,B1
7425,vary,B1
7424,various,B1
4747,outstanding,B1
10222,recognize,B1
3992,loss,B1
7395,used to,B1
4735,out-of-date,B1
4732,outline,B1
4235,minority,B1
4729,outlaw,B1
7397,useless,B1
4237,minus,B1
4725,outer,B1
4724,outdoors,B1
7763,written,B1
7406,vacancy,B1
7410,vague,B1
4239,miracle,B1
7411,vain,B1
7415,valuable,B1
4241,mischief,B1
7418,van,B1
10207,per cent,B1
4243,miserable,B1
7423,variety,B1
4711,ought to,B1
3997,lottery,B1
4723,outdoor,B1
4308,moral,B1
4048,maintain,B1
10139,memorise,B1
10069,harbor,B1
4496,nightlife,B1
4363,mud,B1
4117,mathematician,B1
4493,niece,B1
7677,windscreen,B1
4118,mathematics,B1
4492,nickname,B1
7670,willingness,B1
4154,meditation,B1
10052,flavour,B1
10051,flavor,B1
4489,next-door,B1
4153,meditate,B1
7612,westward,B1
4487,next door,B1
4124,maximum,B1
4366,mule,B1
7614,wetland,B1
7615,whale,B1
10014,disk jockey,B1
10044,favourable,B1
4479,newly,B1
4478,newcomer,B1
10043,favorable,B1
7665,wildly,B1
7603,well-dressed,B1
7679,windsurfing,B1
10070,harbour,B1
4528,northeast,B1
4346,mourn,B1
7579,webcam,B1
10005,defense,B1
4524,normally,B1
4095,marriage,B1
4522,nor,B1
10006,defence,B1
4157,medium,B1
7687,wire,B1
4100,mash,B1
4519,nonsense,B1
4517,nonetheless,B1
4102,mass,B1
10009,dialog,B1
4516,none,B1
4107,massive,B1
4352,movement,B1
4511,noisily,B1
7682,wing,B1
4508,nod,B1
10010,dialogue,B1
4155,Mediterranean,B1
7593,weird,B1
10013,disc jockey,B1
4477,newborn,B1
4475,nevertheless,B1
4144,mechanical,B1
4422,naturally,B1
4143,mechanic,B1
7634,whichever,B1
10027,easy-going,B1
4415,nationalist,B1
7640,whisper,B1
4412,nasty,B1
4410,narrow,B1
4408,narrative,B1
10026,easygoing,B1
4407,narrate,B1
7642,whistle,B1
4136,meaningful,B1
4138,meanwhile,B1
4404,nap,B1
4386,mustard,B1
4141,measurement,B1
4139,measure,B1
4400,naked,B1
4399,nail,B1
4398,myth,B1
7647,whoever,B1
10031,emphasize,B1
4429,navy blue,B1
4473,neutral,B1
4471,network,B1
7664,wildlife,B1
4374,murderer,B1
4376,muscle,B1
4467,ness,B1
4466,nervousness,B1
7658,widespread,B1
4461,nephew,B1
4453,negotiation,B1
4452,negotiate,B1
4091,marked,B1
10015,disk,B1
4129,mayor,B1
7625,whenever,B1
10016,disc,B1
4442,nectar,B1
4441,necklace,B1
10034,encyclopaedia,B1
10033,encyclopedia,B1
7630,wherever,B1
4434,nearby,B1
7631,whether,B1
4446,needle,B1
4530,northeastern,B1
4531,northern,B1
4603,occur,B1
4165,memorable,B1
4602,occupy,B1
7537,warranty,B1
4164,membership,B1
4600,occasionally,B1
4599,occasional,B1
7538,warrior,B1
4598,occasion,B1
9979,check-in desk,B1
4596,obviously,B1
9980,check-in,B1
4595,obvious,B1
4594,obtain,B1
4593,obstacle,B1
9983,civilization,B1
4588,observe,B1
4587,observation,B1
4162,melt,B1
9984,civilisation,B1
4329,motherland,B1
4585,objective,B1
4583,objection,B1
10115,judgement,B1
7544,washbowl,B1
4052,majority,B1
4604,ocean,B1
4322,moss,B1
4039,magician,B1
4627,oily,B1
10138,memorize,B1
4623,officially,B1
4040,magnificent,B1
4171,mentally,B1
9977,check-in counter,B1
4044,mailbox,B1
4170,mental,B1
4045,main,B1
4169,mend,B1
4581,object,B1
7724,workplace,B1
4049,maintenance,B1
4615,offensive,B1
7529,ward,B1
7530,wardrobe,B1
4314,moreover,B1
7533,warmly,B1
7721,working,B1
4321,mosquito,B1
7534,warmth,B1
7535,warn,B1
7536,warning,B1
7723,workout,B1
7725,workshop,B1
10114,judgment,B1
4572,nutrition,B1
9994,counselling,B1
7556,waterfall,B1
10098,install,B1
4085,march,B1
7330,unpack,B1
4548,notorious,B1
7697,wither,B1
4547,notion,B1
9939,acknowledgment,B1
4545,noticeable,B1
7560,wax,B1
10097,enquiry,B1
7567,weakness,B1
10096,inquiry,B1
4088,marine,B1
10089,humour,B1
7570,weapon,B1
10088,humor,B1
7575,weather forecast,B1
4535,northwestern,B1
4534,northwest,B1
4345,mountaintop,B1
4342,mount,B1
4554,novelist,B1
4341,motto,B1
7551,wasteful,B1
4571,nutrient,B1
4065,management,B1
10107,gaol,B1
4069,mankind,B1
10106,jail,B1
10099,instal,B1
7703,wizard,B1
4331,motionless,B1
4566,numerous,B1
7701,witness,B1
4562,nucleus,B1
4573,nutritious,B1
4332,motivate,B1
7548,waste,B1
9991,connection,B1
4560,nowhere,B1
4081,maple,B1
4334,motivation,B1
4083,marble,B1
4335,motive,B1
9992,connexion,B1
9993,counseling,B1
4336,motor,B1
4338,motorcycle,B1
4561,nuclear,B1
4546,noticeboard,B1
6103,sheet,B1
7324,unlucky,B1
6546,stir,B1
5654,repay,B1
5656,repeatedly,B1
6537,sticky,B1
6536,sticker,B1
6535,stick,B1
6526,stem,B1
6523,steep,B1
5668,representative,B1
5672,reproduce,B1
5674,republic,B1
5675,reputation,B1
6521,steel,B1
6520,steam,B1
5678,require,B1
5679,requirement,B1
5646,renew,B1
5645,remove,B1
5644,remote control,B1
5640,remembrance,B1
5605,relate,B1
5607,relation,B1
5608,relationship,B1
5609,relative,B1
5611,relatively,B1
6572,strain,B1
5616,relaxing,B1
5680,rescue,B1
5621,reliable,B1
6566,storyteller,B1
5627,religious,B1
5629,rely,B1
6564,stormy,B1
5631,remainder,B1
5635,remark,B1
5636,remarkable,B1
5638,remedy,B1
6560,storage,B1
5626,religion,B1
6517,steady,B1
6516,steadily,B1
5717,restrict,B1
6491,standard,B1
6484,stall,B1
5722,retail,B1
5724,retain,B1
5726,retell,B1
5734,retrospect,B1
5737,reunification,B1
5738,reunify,B1
6454,sportsmanship,B1
5748,revise,B1
5749,revision,B1
5756,reward,B1
5758,rewrite,B1
6452,sports,B1
6448,sponsor,B1
5767,rid,B1
5769,riddle,B1
6474,stable,B1
6577,strangely,B1
5716,restore,B1
5714,rest,B1
6513,status,B1
5684,researcher,B1
5685,resemble,B1
5686,reservation,B1
5687,reserve,B1
5690,resident,B1
5692,residential,B1
6497,stare,B1
5695,resist,B1
5700,resort,B1
5701,resource,B1
5702,respect,B1
5704,respectable,B1
5709,respond,B1
5711,responsibility,B1
5712,responsible,B1
5698,resolve,B1
6447,sponge,B1
5602,reject,B1
6580,strategic,B1
6658,suddenly,B1
5487,ration,B1
5488,rational,B1
5493,razor,B1
6642,substitute,B1
6641,substantial,B1
6636,submarine,B1
6630,subconscious,B1
6628,stylish,B1
5497,react,B1
6626,stupid,B1
6625,stunning,B1
6624,stun,B1
6623,stumble,B1
6622,stuffed,B1
5507,realistic,B1
5508,reality,B1
5513,rearrange,B1
6660,suffer,B1
6662,sufficient,B1
6664,suffix,B1
5481,raspberry,B1
5445,radiation,B1
6695,superior,B1
6690,sunset,B1
5452,rage,B1
6689,sunrise,B1
5453,rail,B1
5454,railroad,B1
5455,railway,B1
6684,sundial,B1
6617,studio,B1
6681,sunbathe,B1
5461,rainforest,B1
6679,summit,B1
5471,rank,B1
5476,rapid,B1
6668,suicide,B1
5477,rapidly,B1
5478,rare,B1
5479,rarely,B1
5460,rainfall,B1
6615,stuck,B1
5515,reasonable,B1
5520,rebuild,B1
6589,stress,B1
6588,strengthen,B1
5566,reflection,B1
5571,refreshments,B1
6585,stream,B1
5575,refund,B1
5576,refusal,B1
5577,refuse,B1
5561,referee,B1
5580,regain,B1
5582,regard,B1
5583,regarding,B1
5587,region,B1
6583,strawberry,B1
6582,straw,B1
5588,regional,B1
5589,register,B1
5591,registration,B1
5598,regulation,B1
6591,stressed,B1
5556,reduction,B1
5521,recall,B1
6613,stubborn,B1
6611,struggle,B1
6604,stripe,B1
5526,reception,B1
6602,strip,B1
5530,recite,B1
5532,reclaim,B1
5559,reef,B1
5537,recommend,B1
5543,recording,B1
5544,recover,B1
5545,recovery,B1
6594,stricken,B1
6593,stretch,B1
5550,recycled,B1
5551,recycling,B1
6592,stressful,B1
5555,reduce,B1
5774,ridiculous,B1
6444,spoil,B1
6188,similarity,B1
5982,season,B1
5985,seawater,B1
5986,seaweed,B1
6182,silk,B1
5993,secondary school,B1
5994,second-hand,B1
6180,silent,B1
6000,secretly,B1
6178,signpost,B1
6003,secure,B1
6174,significance,B1
6173,signature,B1
6004,security,B1
6172,signal,B1
6189,similarly,B1
6192,simplify,B1
6195,simultaneously,B1
6251,slavery,B1
5947,schoolmate,B1
5948,schoolteacher,B1
6242,skyscraper,B1
5951,science fiction,B1
6237,skin,B1
5956,scold,B1
6166,sigh,B1
6227,skeleton,B1
5959,score,B1
5962,scratch,B1
5974,sculpture,B1
5958,scope,B1
6011,seize,B1
6013,select,B1
6165,sidewalk,B1
6123,shocking,B1
6122,shocked,B1
6119,shiver,B1
6068,severe,B1
6069,severely,B1
6071,sex,B1
6113,shiny,B1
6062,settler,B1
6079,shadowy,B1
6086,shallow,B1
6087,shame,B1
6088,shameful,B1
6111,shift,B1
6108,sheriff,B1
6107,shelter,B1
6094,sharp,B1
6098,shave,B1
5942,scholarship,B1
6061,settlement,B1
6059,setting,B1
6015,selection,B1
6163,sickness,B1
6019,selfish,B1
6021,self-service,B1
6155,shrimp,B1
6032,sensation,B1
6042,separation,B1
6060,settle,B1
6141,shortly,B1
6047,series,B1
6140,shortage,B1
6048,serious,B1
6134,shopper,B1
6052,server,B1
6053,service,B1
6055,session,B1
6044,sequence,B1
5941,scholar,B1
